iterations,auc
100,0.7628434569473683
200,0.7537841933638781
300,0.75470604075391
400,0.7575639642189554
500,0.7570588154359316
600,0.7561448302837679
700,0.7566362201505226
800,0.7592975876688661
900,0.7611157301758587
1000,0.7629554938369882
1500,0.7607579983528612
2000,0.7619569896277427
2500,0.7620041630549511
3000,0.7623658259968826
