Actual Labels,Predicted Labels,Decision Values
5,1,0.8386764346764346
689,0,0.3512026889519149
4776,0,0.23199954212454216
92,0,0.30034958462590045
0,0,0.09489867077367077
0,0,0.4163078351387175
2883,0,0.25454917304917307
29,0,0.36137826062826056
0,0,0.28178822566322564
1,1,0.665056290931291
1,1,0.7671743205624783
25,0,0.420254329004329
10,0,0.3669805725320432
3,1,0.54294271006771
0,1,0.5506512654012653
51,1,0.5218660710634393
155,0,0.44395954045954045
742,0,0.2111406656209287
4,1,0.649860583860584
213,0,0.2888961593961594
0,0,0.3184942834942835
0,1,0.6626987179487179
782,0,0.268129374710257
4,1,0.7340035505430244
53,0,0.36137780112044815
30,1,0.641148101898102
22,1,0.5989724909593331
5,1,0.6589314574314574
10,1,0.615511433011433
4,1,0.8855468893851246
1,0,0.26055111065405184
13,1,0.5078395230500494
2,0,0.45856941669441675
39,1,0.5638369237401745
144,0,0.2647030192030192
1458,0,0.2930719010521642
12,0,0.4175997613497614
267,0,0.41171042846042843
1228,0,0.25367672605172603
13633,0,0.11396896159396158
10,1,0.6754105240734498
62,1,0.5587396076146075
3,1,0.6231527500277501
630,0,0.166824645942293
6,1,0.6484235127617478
516,0,0.21805980204006517
284,0,0.36954553049289884
2,1,0.7595458138352872
195,1,0.6432471417471419
115,1,0.5924238765620345
68,0,0.497582931688195
82,1,0.6238510345863287
4,1,0.6920110616507675
32,1,0.6803770673770673
422,0,0.244012438584807
50,0,0.08074857087357086
610,0,0.11412219724719723
4064,0,0.1917325313575313
7,0,0.4850123014240663
342,0,0.3084537969340601
467,0,0.42963507489242786
4,1,0.61039037759626
0,0,0.28842593599211247
42,0,0.3918887501387502
212,0,0.3261814112959624
12,1,0.6223067765567766
522,0,0.22737988400488404
350,0,0.3620566821809082
0,0,0.20728654738794056
31,0,0.404399422472952
5,1,0.8622014790764788
3,1,0.6751265205382856
683,0,0.19713554501054503
66,0,0.2940300255300256
18,1,0.7289664363414363
1,0,0.3445321002526884
29,0,0.3579391817332994
2,1,0.7001310356310358
85,1,0.713358062259378
368,0,0.42138196607314266
0,1,0.5510523088023088
1,1,0.5802987086442968
113,0,0.19006358918858918
16,0,0.3895254190254191
6,1,0.6076056166056167
245,0,0.3097908382467206
190,0,0.420490499696382
188,1,0.5180187867687865
9,1,0.6350374764124763
12,0,0.19448819236319234
1,1,0.755283296768591
142,0,0.44568235522647287
0,0,0.29590254190254195
23,1,0.812352152963995
7,1,0.6670422077922078
74,1,0.533077478077478
1005,0,0.35906715588333243
190,0,0.24199160634686945
47,1,0.7549844004035181
0,1,0.5527633616383617
4,1,0.6611534992784993
499,0,0.30781474081474075
0,1,0.7237486818736818
3,1,0.7493363442113443
4061,0,0.19426834349860664
3,1,0.572642088303853
795,0,0.20690869510606352
64,1,0.7545834500466855
149,0,0.32938804251304254
358,0,0.4053666472416473
1,1,0.6313012428747723
3,1,0.729035594307653
17,0,0.24712035187035192
189,0,0.307477244977245
3,1,0.7281549422799424
67,1,0.575343018093018
245,0,0.2932534001086633
0,0,0.09705871905871909
7,1,0.6595329115329115
5,0,0.3088538822288822
2,1,0.7061263597513594
523,0,0.3560779841503525
6,1,0.6518939532689533
8,1,0.6496056721056721
18,1,0.5054227323543179
2994,0,0.3141399988899989
476,0,0.2184232572982573
47,1,0.5841170789994319
0,1,0.5101786408036407
33,0,0.3514164307914307
60,0,0.27497631608157924
2001,0,0.15347159857686168
0,0,0.14690152245415403
1,0,0.37310069424040015
67,1,0.5009543299837419
1,0,0.24453175011263248
0,0,0.06577144750674163
80,1,0.6910854553942789
19,1,0.7557171635553989
0,0,0.24609499637789115
0,1,0.5179285518403166
683,0,0.2740362954039425
590,0,0.12442869630369628
10,0,0.48493309468309476
3777,0,0.2461512515262515
345,0,0.4345863744528605
3869,0,0.2065609945609945
490,0,0.191821275946276
132,0,0.4425810083449403
3,1,0.5224355905532376
3,1,0.677653651903652
17,0,0.30049177211677214
9,0,0.3675001884080832
1815,0,0.19924685037185036
149,1,0.5837872205194187
293,0,0.24757699245199238
591,0,0.26336770174270163
4,1,0.6134697385947387
34,1,0.5295935314685315
250,0,0.3162471319530143
0,0,0.4812465728715729
178,0,0.42613982916807996
0,0,0.353222138972139
9,0,0.47244425019425024
0,0,0.40323687586922885
31,0,0.2678065749609867
47,0,0.2714117687867688
137,0,0.12495657120657118
42,0,0.442519647019647
1,1,0.798035536359066
80,1,0.5765621461871461
20,0,0.4458022255522256
15,0,0.49939127539127526
36,1,0.7590479789818025
6212,0,0.12657112405138718
548,0,0.18981886169386172
3,1,0.5075684593184592
293,0,0.3116731915745073
30,0,0.43351451983688816
0,0,0.24197190163637533
8,1,0.5028385503385502
1,1,0.8153023088023089
21,1,0.7199512187159246
51,1,0.5791993751862173
265,0,0.36528646353646343
298,0,0.1488005450431921
94,0,0.2491314796314796
13,1,0.6170519129992814
3,1,0.729900646738882
13,0,0.38117914030414035
22,1,0.5914088762544645
79,0,0.38732926009319185
30,1,0.712167748917749
6,1,0.5184775086025087
18,0,0.3252360694860695
21,0,0.3918608613608614
661,0,0.3026024531024531
693,0,0.493845590683826
29,0,0.43015892440892434
9,1,0.7250370185370187
59,1,0.6875626179376177
