Actual Labels,Predicted Labels,Decision Values
101,1,0.5743644696806463
4,1,0.5322714067837905
170,0,0.393835581815845
0,0,0.12155830280830282
16,1,0.7730137085137084
2395,0,0.169430944055944
15,0,0.3106213516875282
334,0,0.2795414585414585
17,0,0.45902930402930403
0,1,0.6103548673548674
12,1,0.8747011460761462
0,0,0.280867369558546
0,0,0.47973985736485725
226,0,0.3845258082560715
0,0,0.029200843016632488
34,0,0.41750613846937384
196,0,0.28208839844366157
0,1,0.5540639221889223
41,1,0.5788739038739038
201,1,0.5637323962587117
58,0,0.35541954609717763
7,0,0.47214221073044604
0,0,0.1662724497724497
121,0,0.23199546695134923
232,0,0.33407069890893426
20,0,0.4222301448551448
8,0,0.43553922874511103
140,0,0.382933156755525
2,1,0.5931360763419586
1,1,0.6371351873101099
253,0,0.3470641685754755
12,1,0.5298971452953652
5,1,0.733627011877012
10,1,0.5915591491841492
3,1,0.738434052059052
0,0,0.1499945887445887
872,1,0.5466475607725608
226,0,0.4047673160173161
174,0,0.23134009119535429
13,0,0.39983421154009385
484,0,0.366383533133533
44,0,0.3872321012321011
0,0,0.26745915195915204
3,1,0.6420292901542901
449,0,0.37240362415362405
942,0,0.24293938006438004
0,0,0.437222381376793
136,0,0.3005889527139527
0,0,0.03187121212121211
2,1,0.6318383064304117
4805,0,0.16867439504939502
3108,0,0.12376108613608611
17,1,0.5835267533893695
62,1,0.6365808394821552
6,1,0.6710450331831911
0,0,0.09527131202131202
948,0,0.2981128145160653
5,1,0.7717730463980464
0,1,0.7866070873570873
79,0,0.467492327117327
13,0,0.43822046009546006
3,1,0.6523687007437005
95,0,0.326542846042846
0,0,0.184493450993451
0,0,0.0810408757908758
365,0,0.3519651050703681
9057,0,0.2052128156930788
11,1,0.5440204070954845
0,0,0.484891303141303
189,0,0.3654135864135863
0,0,0.03867857142857143
0,0,0.38401601421454373
17,0,0.4764862082362082
1,0,0.49610675435675444
80,1,0.5276328377504849
0,0,0.36870314888929434
28,1,0.6407204739704738
0,0,0.4765760767010766
1,0,0.42553403296050357
316,0,0.3885298867798867
4,1,0.7595193597252422
127,1,0.5047693874752697
36,0,0.45117458418774214
0,0,0.1950547646797647
0,0,0.4970528752293458
150,0,0.3362741980241981
18,1,0.5379335819409348
51,0,0.49284867909867897
74,0,0.4675003191253191
121,0,0.3513362923626081
96,0,0.47424829908653415
0,0,0.2553858086358086
1,1,0.6246456794839147
4,1,0.6481751981678451
84,0,0.3976577434003905
10852,0,0.12752848540348538
4,1,0.6621105242796419
6,1,0.5539747931806754
2,1,0.5823306693306693
2277,0,0.11066218503718503
12,1,0.761021553609789
311,0,0.17795372682872684
87,0,0.3877045732045732
192,0,0.34554283624871857
1865,0,0.3219136762360446
5,0,0.4714340928679164
5184,0,0.1877175251648936
1,1,0.5555672497437203
5,0,0.3613401320901321
18,1,0.5901933893419963
3,1,0.6673919887302239
33,0,0.27834387834387836
24,1,0.7000371989121988
0,0,0.3779503111267816
6,1,0.7915613275613275
0,0,0.10163828246916483
0,0,0.28321066025477787
29,1,0.6076567599067599
0,0,0.013857142857142856
158,0,0.28727540515040506
19,1,0.5218275058275057
76,1,0.6506413915032334
11,1,0.6789272255522255
10,1,0.7472243560533033
204,0,0.4382376699238154
2,1,0.6373153268300327
23,0,0.3065947108447109
4,1,0.7349230075480073
0,0,0.42328311312870137
61,0,0.4811002747252748
1016,0,0.3071059047591555
103,1,0.6005287490287491
65,1,0.5914396298146297
53,0,0.2593848235098235
184,0,0.4924900691413848
431,0,0.22919203019203013
2,1,0.7828747363747364
291,0,0.3012605907164731
14,1,0.7855175380175378
76,0,0.31300824175824166
0,0,0.23803399051928462
0,0,0.3598080669330669
1,0,0.3480861097536795
150,0,0.4646390525109564
21,1,0.6296915715863084
0,1,0.5611341240458888
1,0,0.3613189033189032
4,1,0.7513906926406925
337,0,0.29949329909856226
124,0,0.3596275946275946
2,1,0.5866854436413259
2146,0,0.24248385313516896
159,0,0.229416403041403
2,1,0.5794535611447376
0,0,0.1930052251669899
5,1,0.746653513153513
8,0,0.3384438894438895
7,1,0.7765361305361306
3,1,0.7306498077086313
25,1,0.694938811188811
634,0,0.3737806539865365
0,1,0.6591548451548451
0,0,0.45822369297369275
2,1,0.6731702654071074
0,0,0.4185438727938729
1,1,0.5599252650943827
143,1,0.6042887565650722
1,1,0.5883994616494617
344,1,0.5472114274614271
20,0,0.38149502703179167
239,0,0.3448040220013905
0,0,0.01001068376068376
79,0,0.24041534927061245
56,1,0.5907271756021756
937,0,0.45755765231500517
0,1,0.5968658286158287
1123,0,0.3095160672660673
8,1,0.5415584050452471
0,0,0.4482939450899978
0,0,0.49954459794591377
24,1,0.7860328837828842
145,0,0.3563320013320013
289,0,0.21637569375069376
77,0,0.36666742601224017
1600,0,0.21657077481342188
141,0,0.4047628241641398
4329,0,0.17094875957375955
887,0,0.17017427017427014
4,1,0.533066253191253
0,0,0.01830819180819181
418,0,0.3365636210195034
0,0,0.367141095016095
389,1,0.632020435446906
23,1,0.7022749509262668
172,0,0.3677965506715507
1383,0,0.31920604395604396
0,1,0.8433289773951538
17,1,0.509728812853813
433,0,0.31205369630369634
28,0,0.25604660453925154
2,1,0.651269695174107
26,1,0.5671230158730158
2,1,0.7115500888000886
171,0,0.3824582362082362
2,0,0.45283739360055153
110,1,0.6064235160264572
0,0,0.2563052086802086
3012,0,0.17805237817737812
0,0,0.22650672938172936
2003,0,0.28713780573571596
0,0,0.37508180708180716
12,1,0.7957383033633033
338,0,0.30269029173440937
0,0,0.45066231562555115
6,1,0.6638444749694749
247,0,0.37125659720396553
1,1,0.6942136197136196
6,0,0.47662236946060466
101,0,0.4835628138201668
21,0,0.34682339882339874
0,0,0.024974386724386725
2397,0,0.2141565362741833
192,0,0.33189436951936946
15,0,0.4528537573537574
771,0,0.23443596066815875
7,1,0.8583134545193368
76,0,0.42561925574425574
6,1,0.6325038572538574
111,0,0.1930468836718837
527,0,0.3112902889594065
0,0,0.49835770928418
134,1,0.5552755462631623
10,0,0.349379562431033
2748,0,0.26805506262743106
29,1,0.699183673352791
24,1,0.5858910395160397
3952,0,0.219993235565604
0,0,0.10143500943500942
4,1,0.5760135599694421
438,1,0.5043912529249214
10,1,0.5442294270057425
0,0,0.25708454045954043
1623,0,0.24929771617271615
79,1,0.7068509268509265
0,0,0.43469466236377996
3,1,0.6347079309579311
3,1,0.5988828810078809
3,1,0.5710704156954157
39,1,0.5611380425130424
0,0,0.24974725274725273
34,1,0.5407464202464202
1,1,0.6871055651864476
404,0,0.2496637733611418
1,1,0.7127649156399155
1233,0,0.2844491064491065
514,0,0.49824367299367295
9,1,0.5580016274575099
0,0,0.06921428571428571
1,0,0.3181428808119985
33,1,0.6157085969585969
198,0,0.2958068043068042
322,0,0.3351026122999807
106,1,0.7009402403152403
12,0,0.4039862914862916
5,1,0.6647223030237737
8,0,0.3549272533022533
3,0,0.48085803596987803
1,0,0.4972998325204207
48,1,0.5489339255515727
5,0,0.45312404262404266
2,1,0.7244154354417514
555,0,0.37221446518737555
66,0,0.42512033799533794
3993,0,0.1313335120761591
39,0,0.3737916674828439
421,0,0.22784514505102738
41,1,0.5275643245643246
64,1,0.5379536174609705
45,1,0.6335805444555446
5199,0,0.20630192103218417
0,0,0.059750000000000004
1,0,0.4320422494172494
6,1,0.7421884781884782
5,1,0.6159318875568878
4,0,0.4023539418098241
0,0,0.47134069336236517
163,0,0.31467937617937625
0,1,0.5626079476079476
36,0,0.3853898462648462
1,0,0.465135491142844
0,0,0.07703821178821178
90,0,0.35545817048448625
0,1,0.6484902140343316
195,0,0.3466686018659702
0,0,0.3802857559107559
37,1,0.8411023143523144
393,1,0.5352622443346128
0,0,0.07427619602619602
0,0,0.2945183843933843
85,0,0.48872879897879895
18,0,0.4939758436008435
1510,0,0.10496957209457207
225,0,0.15330853778144798
0,1,0.5553583026450672
8,1,0.607117301716844
13,0,0.3654564944859063
249,0,0.37249420024420027
2456,0,0.17103117715617713
2,1,0.7685084164201814
163,1,0.5723536088094909
10,1,0.5227739898989898
0,0,0.335335822674058
12,1,0.6968868353868355
146,0,0.23434066780312915
99,1,0.5382714687273512
1,1,0.5898401167545904
53,0,0.17167539405039406
253,0,0.2046985098235098
53,0,0.2922340298590299
55,1,0.6105648795648796
22,1,0.731888444888445
24,1,0.6603922327672328
448,0,0.4652989547002705
1,0,0.43567899377883895
2863,0,0.15854186091686087
103,0,0.49712819125319113
22,0,0.38006790431790427
75,0,0.4658315850815853
0,0,0.3587545685308844
0,0,0.2308983394056923
35,1,0.6260128241641401
73,0,0.47136745199245206
246,0,0.3736661851220675
43,0,0.29885379163320336
19,1,0.5881117909867908
10,0,0.38562880175380165
2,1,0.8553739316239316
0,0,0.06451823176823178
33,0,0.30030658393893694
5,1,0.7219885669885668
14,1,0.6594168462256698
0,1,0.509855589671766
5,0,0.4742335001599708
148,0,0.20287960650460646
82,0,0.36232138694638694
184,0,0.36473867429440177
0,0,0.3189493284493284
8,1,0.8090993728493728
0,0,0.4897908439599616
33,1,0.5723754387167701
81,1,0.5169704225513049
0,1,0.72601954989455
28,0,0.4244558219558219
4,1,0.6465367483823367
15,1,0.6761788211788209
62,0,0.4007225838317169
237,0,0.30553008188921504
0,0,0.4323999118356702
3,0,0.40410295913237093
0,0,0.2880120573870574
7,0,0.35930907980907983
23,1,0.6204768703518704
4,1,0.6520883887354475
0,0,0.4911415945165944
12,0,0.2933380508380508
32,1,0.6637850628903262
2797,0,0.2806702047952048
6,1,0.6343901800813565
40,1,0.5579867820088409
2,1,0.604302586302586
35,1,0.7603770257520259
0,1,0.5432823128453933
0,0,0.17011635586635582
0,0,0.27408723792547324
0,0,0.3732372556064507
0,0,0.03158308358308358
0,0,0.30500033300033297
191,0,0.42977526841923136
2558,0,0.34471256521256516
3062,0,0.2056627853141011
4,1,0.721315222788907
49048,0,0.21670432710564286
1,1,0.5832489192094452
531,1,0.5359063641037324
108,0,0.4895836385836386
389,0,0.4481295926295926
13,0,0.3904341769341769
4,1,0.5285011344864287
14,0,0.44506462981462974
1,1,0.6297736568986569
5,1,0.7435138391020745
2474,0,0.23397735597735594
129,0,0.4080222000222
32,1,0.5440473970473971
0,0,0.31220505754135786
413,0,0.3328121323121323
18,1,0.6951662863280511
19,1,0.652715879708527
23,1,0.5118553807303807
23,1,0.6710077422577423
85,1,0.5583582251082254
666,0,0.3333965601392071
9,1,0.6352734995912239
101,0,0.4165645171821641
30,0,0.4099613719613719
20,0,0.4320915497900792
0,0,0.20137588800088796
412,0,0.3741488160961845
4,1,0.6153284909534907
1,1,0.6147731712731712
5,1,0.6852310744810746
2,0,0.4837398851148852
29,1,0.7200773809523809
2524,0,0.09206361693861695
0,0,0.14016163003662999
1322,0,0.21260765623265632
480,0,0.31910465922965925
1,1,0.5778148240648241
4,1,0.5076838892102049
1,1,0.5834420579420576
191,1,0.527580053503428
0,0,0.02319444444444444
1,0,0.28609065934065936
2,1,0.5543896879264526
1,1,0.6116033394709866
0,0,0.00575
229,0,0.45509342046842055
0,0,0.2856638639138639
149,1,0.7342626956376955
0,0,0.45194855144855134
0,0,0.16767063492063491
76,1,0.6474106638975061
2,1,0.6647374471933296
8,1,0.5153967127643598
0,0,0.44466330891330896
266,0,0.31206931793696496
332,0,0.3312650405150405
0,1,0.533419326588444
8,1,0.5129166111666111
1,1,0.5236744213818516
9,0,0.32807352369852366
0,0,0.24326418026418017
0,1,0.5577921800421801
1096,0,0.3559921629667053
32,1,0.5829385320561791
10,1,0.7661377650127651
6,0,0.41502211105887565
0,0,0.1853507603507603
2,1,0.5719975939093587
3,1,0.5719904262404263
128,0,0.3141881435557906
1,1,0.6877488263370618
516,0,0.31394409756909747
618,0,0.31765322177822175
0,0,0.22464123376623368
2,0,0.46236513486513486
8,0,0.42227758352758366
688,0,0.3341058802308802
10,1,0.7455632006882007
19,0,0.3955995475113121
0,0,0.45177487789987786
4,0,0.47861187380730735
41,1,0.5760174735395323
0,1,0.5982674570012031
20,1,0.6163299894549895
176,0,0.39721814133578837
18,1,0.5644119769119768
66,0,0.34372111385346676
0,0,0.4695428767139294
4,1,0.6457875457875457
0,0,0.18257109557109552
5,0,0.40088816738816746
1,0,0.4579305318864143
2,1,0.7294803790980261
1,1,0.5042079685020859
77,1,0.6047866161616163
0,1,0.7073651854681264
0,0,0.06626495726495726
0,0,0.033998640248640244
0,0,0.062176470588235305
23,0,0.3015263404895759
0,0,0.0790362554112554
0,0,0.3044537962037962
80,0,0.2581055340857972
60,0,0.44405507139059786
21,1,0.6812652143178459
0,0,0.13070960004048238
16,0,0.35348621188752766
4,1,0.6367433677433679
0,1,0.524060753788695
1,0,0.49924522536287247
0,1,0.5513926710544359
0,0,0.020785714285714286
8,1,0.6739522519963695
22,1,0.5915104617604617
5,1,0.8290531151854681
37,1,0.6522041153291154
2695,0,0.2763308913308913
176,0,0.3412672327672327
4,1,0.5723215101891571
0,0,0.18856141081141087
0,0,0.01607142857142857
202,0,0.329441013093187
6,1,0.6287366065307243
121,1,0.5564732664995824
0,0,0.2812798988936759
4,1,0.6676117895262632
1,0,0.3399160649292229
0,0,0.08850091575091577
27,1,0.590465627509745
5,0,0.49995147907647913
1,1,0.6836894633144632
0,0,0.1470479929427298
2198,0,0.3221350952968599
4528,0,0.2957731851481851
0,0,0.018020313020313018
1,1,0.5817556544762427
7,1,0.7009409077764343
64,0,0.32661184648684655
1,1,0.6823088023088023
2,1,0.8358163044684782
1,1,0.541041422629658
1,0,0.49600322226792815
78,0,0.4333634143634146
0,0,0.28768502648881905
0,0,0.4274037620016721
1,1,0.6401261793761793
3,1,0.653864205239205
80,0,0.4505495598312937
6,1,0.6565840964590964
1,1,0.5310303324126854
148,0,0.4894175171233994
99,0,0.3750303585303585
47,1,0.7760635891885893
58,0,0.4341379690570866
14,1,0.7885155824567585
0,0,0.387614787989788
0,1,0.6794288350538352
2,1,0.7599616551748904
10,1,0.7548209013209011
0,1,0.5763299931063091
22,1,0.5253147408147407
0,0,0.28259368409368407
0,0,0.04328866395042865
10,0,0.4346616716616717
49,0,0.45128583989110316
12,1,0.7145859572573967
0,0,0.10406364468864471
3072,0,0.19365949006274083
0,0,0.29667851592851585
59,0,0.39312010212010223
0,0,0.12446640859140856
0,0,0.31562178507766736
1,1,0.6335392107892108
0,0,0.16211610611610613
11,1,0.5669073883632707
1,1,0.6307581051988946
2,1,0.5310010789863729
9,0,0.4246182428682429
0,0,0.08686684149184148
83,1,0.5780165528915527
6,0,0.47014624264624266
108,0,0.3771859806859807
4,1,0.8635188145188143
0,0,0.05338052796876326
166,0,0.4636173826173827
1,0,0.36078971600295134
0,1,0.5797516546061438
10,1,0.694227244977245
1695,0,0.10403092740592741
0,0,0.42169296342632245
12,1,0.663304958929959
3,1,0.7740223248973248
0,0,0.4461618104118104
3,1,0.6260854547499283
0,0,0.027836134453781514
4,0,0.39720206182706186
396,0,0.3728037142595965
0,0,0.3253470173617232
70,1,0.6465059393221158
0,0,0.36450370218017275
10,0,0.49792157330973125
18,1,0.6917352337205278
365,0,0.42384705400378764
4,1,0.7221319652569649
10,1,0.5731950162410687
2,1,0.6415794899544899
182,0,0.29193786605551314
205,1,0.5446939588189585
1,1,0.6434366173042645
418,0,0.3688258547008547
0,0,0.28343088937206573
11,1,0.6647914716002953
0,0,0.08149358974358975
1245,0,0.2852783744033744
0,1,0.505736312706901
66,0,0.4399134615384615
1417,0,0.20273532023532023
63,0,0.39158666333666325
0,0,0.10968478743478743
49,0,0.27340436034553683
83,1,0.7001050877227348
7,1,0.6961827200577203
10,0,0.4690431096681098
4,1,0.6158833539181835
1071,0,0.42567451992451993
0,0,0.14047810522810525
1,1,0.7413351436145552
6,1,0.5180859222476869
4,1,0.5471155788655789
4,1,0.7939234850117204
0,0,0.1791849678099678
241,1,0.5086706071706071
0,0,0.14919862980157095
3,1,0.6213537434787437
3,1,0.6088302287667612
1,0,0.2915187671805319
666,0,0.37092028804528804
5,1,0.7910479797979797
0,0,0.38682846875346877
0,0,0.32154789573171916
52,0,0.41772530329147967
0,0,0.4004085285629404
276,1,0.5258026418026417
20,1,0.5443823953823954
3201,0,0.1088459457209457
163,1,0.509023094466593
0,0,0.4019713644198938
14,1,0.6191919338831101
850,0,0.3156679292929293
3,1,0.7843248238689418
0,0,0.03707800532800533
0,0,0.4535816642507821
0,1,0.7007941137809559
3,1,0.5726492869875223
5,1,0.6415937934614404
1,1,0.6267786004844828
9,0,0.3949262265512266
5,1,0.6932796639634873
0,0,0.43840197302697304
6,1,0.5481059634809634
505,0,0.40377644155361536
0,0,0.19398198804119862
64,1,0.7045297676180029
9,1,0.6652593517593517
0,0,0.3485502377309652
14,1,0.5062272172272172
0,1,0.5164454989454991
1,1,0.5208707819957822
0,0,0.3097321730557024
88,1,0.8292989926739927
0,0,0.23972900710400719
2,1,0.5541997017000889
1,1,0.7199258825969354
0,0,0.41085048431101057
7,1,0.6099396722558487
142,0,0.4466099456099457
287,0,0.3896892609024962
0,1,0.7061511544011543
53,0,0.4397223784986941
3,0,0.2618530325024133
53,1,0.6126341640815324
9,0,0.47214111705288175
450,0,0.32254207269338847
4,1,0.5661805971805971
126,1,0.5281016197854435
0,0,0.13223662448662446
0,0,0.26530354432289416
1,0,0.42720688575046495
6,1,0.5419029165279163
24,0,0.2970238666562196
0,1,0.573655303030303
81,0,0.4518212775786305
10,1,0.6012939791117037
27,0,0.330193318935966
3,0,0.4877709888151064
4,1,0.7125991165697045
7,0,0.46053754986843226
95,0,0.3845556388056389
1,1,0.5903020313020313
78,1,0.6358453907203906
558,0,0.08931515706515705
263,0,0.4594600105776576
20,0,0.2968479173904871
27,0,0.38681075134016313
36,0,0.47663867668279436
21,1,0.617567629940392
1,1,0.6736214259596612
35,1,0.6972844794094795
0,1,0.5454188172938172
0,0,0.008392857142857143
11,1,0.6171013986013989
0,1,0.7681934348331406
13,1,0.7298751803751804
156,0,0.3374482004923181
0,0,0.04021572871572872
2,1,0.6193920523920524
70,0,0.32619326708722995
8,0,0.39400421800421803
1,1,0.5532686757686758
0,0,0.23367044067044065
201,0,0.38407706182706186
0,0,0.33826286213786205
0,0,0.23615342990342994
4,1,0.8029301948051948
0,0,0.09412845487845488
1164,0,0.33314010258747095
1,0,0.4207584415068935
0,0,0.246794419761525
202,0,0.3496378343878343
23,1,0.6100026362526362
40,1,0.679537531912532
0,1,0.5340232128982131
2,1,0.5846054778554779
0,1,0.567089617254091
58,1,0.5829424458410524
82,1,0.5989248427011584
202,0,0.28325444000444
1031,0,0.3461413790887475
2800,0,0.23660747585747582
0,0,0.37604620379620385
265,0,0.351740911865912
230,1,0.5221761045112437
170,1,0.5979021452403807
495,0,0.30016918169549756
20,1,0.5111690947940947
19,1,0.5087717666750173
89,0,0.2835740418851874
9,1,0.5874564585741053
426,1,0.5091709051182738
114,0,0.17116177123530066
1,1,0.6493451877070301
2,1,0.6733491647241646
5,1,0.5378201659451658
69,0,0.39392691519007317
65,1,0.5948326216267392
155,0,0.41595345590082416
9,0,0.45582331965420203
70,0,0.4536800976800977
2,1,0.8203467088467089
178,0,0.4719754755478439
1,1,0.5439442224442225
328,0,0.3949756223308855
157,0,0.3320982073482074
1327,0,0.1535601759351759
2,1,0.626254786879787
388,0,0.3402213920709343
126,1,0.5118780103064999
27,0,0.4572160241719064
0,0,0.09439217645099995
135,0,0.29965930560667403
5,1,0.7232669887302238
5405,0,0.23986773314404897
0,0,0.37273992673992673
1,1,0.7125548715989892
0,1,0.6340189862596985
1379,0,0.20549882062382063
0,0,0.04864377289377289
0,0,0.2028442281402808
0,0,0.050570707070707065
15,1,0.6283792596292597
84,0,0.4568543678543678
748,0,0.3266043853807011
0,0,0.2818521421389068
1,1,0.6003480963480963
3,1,0.7845839715839716
2,1,0.7398854854296029
498,0,0.2897637092439724
30,1,0.622910422910423
2533,0,0.20096019331545648
7,1,0.6478735708735708
1090,0,0.3590801143301142
1,1,0.5870231712731714
27,0,0.4293627483627484
1002,0,0.291349456099456
891,0,0.23561659174159175
47,0,0.2945649154766802
2,0,0.4729019839809315
3,1,0.6543164058164055
0,0,0.2662043969102793
2,1,0.6568769841269839
254,0,0.4741168667933373
0,1,0.6255750360750362
88,0,0.38870308346624133
0,0,0.28905106005106007
0,0,0.24007242838860476
0,0,0.030225274725274726
2,1,0.516954896410779
0,1,0.5735263209013209
14,1,0.6393981004375742
152,0,0.3817393162393163
97,0,0.48894258682493985
0,1,0.7298239301548125
17,1,0.5329881254366549
10653,0,0.17354924242424236
86,0,0.2748575036075036
107,0,0.31042944555444557
0,0,0.3113913847590317
61,1,0.6214154799448915
1273,0,0.33054650174387007
1,1,0.5322488426606073
0,0,0.16881997087879438
0,0,0.03831518481518482
123,1,0.5593734248207931
586,0,0.3607365134865136
7,1,0.8426704406704405
827,0,0.3749416008827774
0,1,0.5487547840446446
112,0,0.48352339327339316
1,1,0.6785412349088819
21,1,0.6263078859564926
0,1,0.6391577172827174
9,1,0.7855186618936619
0,1,0.5772353912427441
0,1,0.5302319486069486
0,0,0.08050076312576314
391,0,0.3190755054199327
0,0,0.4970652631682044
58,1,0.6526565934065934
72,0,0.44664047064047063
388,0,0.43845325580851907
89,1,0.5867290969264652
757,0,0.3923657560190067
0,0,0.4726068522980288
10,0,0.33215211177711174
8,1,0.5149694994547935
6,0,0.4209126984126984
677,0,0.16704702242202238
74,1,0.5347027187638642
438,0,0.3503035057048215
0,1,0.6790971512147981
0,0,0.36730587059998826
36,0,0.3150313281489752
635,0,0.16454230972845518
41,1,0.5969189144189143
41,1,0.5547047813297813
0,0,0.011181318681318681
0,0,0.17847856310356316
4,1,0.8053589106971459
72,0,0.335452380952381
0,0,0.22259503894798013
0,0,0.36787980354698635
0,1,0.6050742868242868
412,0,0.16404760955418843
0,0,0.02443295739348371
8,1,0.6671977883227882
114,1,0.5458783993783993
138,0,0.4177356116106115
43,0,0.3660359362859362
45,1,0.6230959873459874
6648,0,0.11148727661227661
2925,0,0.11219652569652569
10,0,0.451053640803641
6,1,0.6856343240093237
19,1,0.6420401265401263
255,0,0.489678071928072
28,1,0.6320376151626153
1,1,0.775215132090132
0,0,0.1865160868543221
17,1,0.7464952824952826
0,0,0.12256349206349208
443,0,0.2133845737595738
0,0,0.1907414170796523
0,0,0.0716057276057276
117,0,0.30580866355866354
2,1,0.7711428571428569
173,0,0.3545687016241263
0,0,0.040323593073593074
0,0,0.33678603341103347
1635,0,0.15786792374292374
35,0,0.4074418775668775
19,1,0.6526557645570802
1,0,0.41351998611983143
2,1,0.6970128760128759
0,0,0.28926018426018424
1,0,0.4206122904872904
2126,0,0.10116157453657453
233,1,0.5085127846010199
123,0,0.489155818038171
683,0,0.3161709124209124
507,0,0.47453840603840597
273,0,0.37921210411535483
0,0,0.42559133711146124
11,1,0.776619756834153
0,0,0.23204025141525142
0,0,0.21107774170274166
495,0,0.35100686405098164
10,1,0.7599101264232841
4,1,0.5798338467088466
1,0,0.4120824204175597
2410,0,0.34931201400938233
1,0,0.4110532245532245
132,0,0.32126281235104764
4,1,0.5813969821028647
193,0,0.28200994327310114
177,0,0.19009022994549307
0,0,0.42413449050949054
4355,0,0.2480942945942946
6,1,0.8522774725274722
1,1,0.7606595765345763
15,1,0.6848999195249195
19,0,0.44906498077086304
0,0,0.4162373451711688
16,1,0.5591350806056689
13,0,0.3903772616272616
124,0,0.4491768256683118
4,0,0.26033552558552553
59,0,0.4470258140981824
313,0,0.41262659562659576
12219,0,0.13264966977466974
2,1,0.61283841811783
67,1,0.6496225637107989
57,0,0.38287698412698423
6,1,0.6011449106449106
0,0,0.019996031746031748
5,1,0.5004738733488734
0,0,0.22072060030612659
3,1,0.6986570429054949
0,0,0.08919921744921747
1519,0,0.21748139433665742
0,0,0.1165060772560773
0,0,0.3017745977878331
3,0,0.26265208974032506
320,0,0.22150921300921297
220,0,0.4237591575091576
0,0,0.1816544011544011
1,0,0.4798366947380106
3,1,0.6126874266084791
0,1,0.5008150240282595
790,0,0.11819118381618382
0,0,0.4239336325439265
2904,0,0.12960785048285048
3,1,0.675847862105215
17994,0,0.14146965534465528
1,1,0.7927883758398464
0,0,0.11167745163333398
12,1,0.5807311161061162
27,1,0.5541403077916237
51,0,0.43126176601176625
8,1,0.512171790627673
1,0,0.4826679766312118
0,0,0.3994674018791667
205,1,0.5934114080364081
26,1,0.5195566933066932
1247,0,0.16937509712509707
0,0,0.053713175713175715
0,0,0.3436199992388073
171,0,0.41532289932289923
1386,0,0.19437006049506045
1,1,0.6523374593243014
0,0,0.1324564830594242
45,0,0.44777264402264394
1838,0,0.13079033466533463
0,1,0.5275183602946761
0,0,0.25858365327482974
1,1,0.8662904040404039
28,1,0.7250648795648797
6,1,0.6417748362748361
14910,0,0.1429485098235098
7,1,0.6150117980574639
16,1,0.6608786060430796
27,0,0.47270054292113106
0,1,0.5948563658563658
0,0,0.34984754134754126
18,1,0.5073196395108162
7,1,0.6904668387168386
0,0,0.28075389724654437
1560,0,0.2000949532923217
21258,0,0.1368725024975025
45,0,0.3998818322200677
6,1,0.671500666000666
0,0,0.37660711102622857
1,0,0.40850242649507357
505,0,0.36836009823509824
0,0,0.20661294261294266
0,0,0.4017879808100395
1,0,0.4888512402630052
0,0,0.033633838383838384
0,0,0.3899467346379112
4,1,0.6763965715656891
12,1,0.5672792860734038
58,0,0.4501127483627483
27,1,0.5982783882783882
2,1,0.586481573981574
70,1,0.5358378329187152
1,0,0.49212203646027175
6,1,0.7950207072339422
0,0,0.2207951492951493
770,0,0.24418717230481934
55,1,0.6911145937395936
0,0,0.027175546675546672
377,0,0.37946293983793977
0,1,0.7905270007770007
2,0,0.37748204001880475
0,0,0.21236283161283157
80,0,0.46420771716243864
0,0,0.008391233766233767
3,1,0.6157972860472861
34,0,0.3575715950715951
41,0,0.30703560328560325
8,0,0.49144134623546387
0,1,0.6003134643134643
0,0,0.3733398170456993
67,0,0.47544560994560997
2,1,0.6225685703185702
0,0,0.4071053113553116
1,1,0.5777780275280275
15,1,0.7235979706567942
0,1,0.5251131507381508
22,1,0.7329993062493064
328,1,0.5366082251082248
0,1,0.6615661560661562
14,1,0.5701618936618937
18,1,0.5512192848001669
19,1,0.5573626096126095
0,1,0.6322442973692972
409,0,0.4379882960606644
1,1,0.5536575091575089
123,1,0.5400831570390394
0,0,0.11097152847152847
19,0,0.39422817460317466
0,0,0.4688802863802863
5,1,0.5901521052476933
54,1,0.6629604119650558
2,1,0.6090887968240911
0,1,0.5746696081696081
18,1,0.6408135753135755
1,1,0.7096903790653788
89,1,0.5101792921131156
0,1,0.5504096320346321
2,0,0.32759891905480143
25,1,0.6410937477555122
0,0,0.4434734363653127
0,0,0.36362300199800207
0,1,0.5945985330459013
0,0,0.39997291345341224
0,1,0.5362287832566469
34,0,0.43046839108603807
8,1,0.6913635669885672
13,0,0.46392766955266956
71,1,0.6784924936174938
0,0,0.22487999290011665
16,1,0.6762113442113443
4,0,0.46956616259557443
0,0,0.3623178814649404
0,0,0.29100084345479077
18,1,0.6673882557500977
24,0,0.3926340099958521
89,0,0.3778333333333333
16,0,0.33699664224664233
7,1,0.6955398767898769
64,0,0.4436728446991605
7,1,0.8430333000333001
21,1,0.5515288322788322
129,0,0.3570022795831618
9,1,0.7011271424653777
30,1,0.7402435146552794
14,0,0.49341065367381176
14,0,0.4128792647411069
2,1,0.7491295093795093
52,1,0.584826222796811
82,0,0.37901735253051044
8485,0,0.26355242345373925
0,1,0.6748313353313351
2,0,0.4083246418614065
13,0,0.34269172494172495
14,0,0.4904115745365745
0,0,0.26159179709179703
2,1,0.6019350918689156
1,0,0.36199111999111977
1,0,0.3226414418914418
2,1,0.6973459040959039
0,0,0.34627022465838264
0,1,0.6354648684648686
0,0,0.31161319236319235
